,filename,text,emotion,processed_text,AWL,ASL,NOW,NVB,NAJ,NPV,NST,CDV,NTP,TPR
2268,Ses02F_script02_1_M028,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,exc,alright . but it s fish that do something that none of the other fish do . like the swallows returning to capistrano or the lemmings throwing themselves off the cliffs .,4.3125,10.666666666666666,32,6,3,0,3,3.5555555555555554,2,0.0625
2269,Ses02F_script02_1_M029,There's--there's a bit of the magic--some unexplainable here.  I don't see how you can not be interested.,xxx,there s there s a bit of the magic some unexplainable here . i don t see how you can not be interested .,3.375,12.0,24,5,5,0,2,6.0,0,0.0
2270,Ses02F_script02_1_F016,I'm just not.,fru,i m just not .,2.0,5.0,5,0,1,0,1,0.0,0,0.0
2271,Ses02F_script02_1_M030,For real?,xxx,for real ?,2.6666666666666665,3.0,3,0,1,0,1,3.0,0,0.0
2272,Ses02F_script02_1_F017,Yeah.,xxx,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
2273,Ses02F_script02_1_M031,"I don't get it.  The first time we came here, you said it was the best night of your life.",neu,i don t get it . the first time we came here you said it was the best night of your life .,2.9565217391304346,11.5,23,5,4,0,2,7.666666666666667,0,0.0
2274,Ses02F_script02_1_M032,"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car.",xxx,and last year i remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn t even notice until we got in the car .,3.7714285714285714,35.0,35,7,2,0,1,3.5,1,0.02857142857142857
2275,Ses02F_script02_1_F018,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions.",fru,last year you will also remember our shoes got wet i got sand in my panties you got a sore throat we got in a big fight over nothing and we didn t see the grunions .,3.4864864864864864,37.0,37,7,4,0,1,3.3636363636363638,2,0.05405405405405406
2276,Ses02F_script02_1_M033,We weren't in a good spot.,neu,we weren t in a good spot .,2.5,8.0,8,1,1,0,1,8.0,0,0.0
2277,Ses02F_script02_1_F019,We didn't see them the first time either.,neu,we didn t see them the first time either .,3.3,10.0,10,2,2,0,1,10.0,0,0.0
2278,Ses02F_script02_1_M034,"We just weren't in a good spot.  This is a much better spot.  Believe me, I've got good instincts for these things.",xxx,we just weren t in a good spot . this is a much better spot . believe me i ve got good instincts for these things .,3.2962962962962963,9.0,27,4,4,0,3,5.4,0,0.0
2279,Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?,exc,there is that no that s just seaweed isn t it ?,3.0,12.0,12,3,1,0,1,12.0,1,0.08333333333333333
2280,Ses02F_script02_1_M036,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",exc,oh man this is great isn t it ? i wouldn t miss this for anything . here think about this all right i know you re not interested but think about this .,3.4705882352941178,11.333333333333334,34,6,6,0,3,11.333333333333334,0,0.0
2281,Ses02F_script02_1_M037,"Somewhere out there, this huge mass of silver fish swimming this way.",xxx,somewhere out there this huge mass of silver fish swimming this way .,4.384615384615385,13.0,13,0,2,0,1,2.6,0,0.0
2282,Ses02F_script02_1_M038,"They don't know why, we don't know why.  Nobody sent them an invitation or a map, it wasn't a decision, just-",xxx,they don t know why we don t know why . nobody sent them an invitation or a map it wasn t a decision just ,3.24,12.5,25,7,0,0,2,8.333333333333334,0,0.0
2283,Ses02F_script02_1_M039,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",exc,all as one this time release instinctual little firecracker went off and they all turned and formed a line as long as the california coast and started swimming . and they re swimming right now as if that s all that matters .,4.232558139534884,21.5,43,9,2,0,2,3.0714285714285716,0,0.0
2284,Ses02F_script02_1_M040,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,exc,it s like single mindedness with no mind . it s urgency that s pure urge . they don t know what drives them . they don t ask it a question or give it a name .,3.1842105263157894,9.5,38,7,3,0,4,4.222222222222222,0,0.0
2285,Ses02F_script02_1_M041,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",exc,they just turn as one and start the swim that brings them right here to where we stand for a massive celebration of sex and death .,3.888888888888889,27.0,27,4,1,0,1,3.0,0,0.0
2286,Ses02F_script02_1_M042,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",exc,ah god i m giving myself goose bumps . look all my hairs are popped up .,3.2941176470588234,8.5,17,5,1,1,2,2.8333333333333335,1,0.058823529411764705
2287,Ses02F_script02_1_F020,That's the wind.,xxx,that s the wind .,2.6,5.0,5,1,0,0,1,5.0,0,0.0
2288,Ses02F_script02_1_M043,"Well, so what do you think?",neu,well so what do you think ?,3.0,7.0,7,2,0,0,1,0.0,0,0.0
2289,Ses02F_script02_1_F021,About what?,neu,about what ?,3.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
2290,Ses02F_script02_1_M044,What I was saying.,neu,what i was saying .,3.0,5.0,5,2,0,0,1,0.0,0,0.0
2291,Ses02F_script02_1_F022,It's ridiculous.,xxx,it s ridiculous .,3.5,4.0,4,1,1,0,1,4.0,0,0.0
2292,Ses02F_script02_2_M000,"Well, so what do you think?",exc,well so what do you think ?,3.0,7.0,7,2,0,0,1,0.0,0,0.0
2293,Ses02F_script02_2_F000,About what?,neu,about what ?,3.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
2294,Ses02F_script02_2_M001,What I was saying.,neu,what i was saying .,3.0,5.0,5,2,0,0,1,0.0,0,0.0
2295,Ses02F_script02_2_F001,It's ridiculous.,fru,it s ridiculous .,3.5,4.0,4,1,1,0,1,4.0,0,0.0
2296,Ses02F_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.,neu,it certainly is not . it s slightly exaggerated scientific fact .,4.5,6.0,12,2,2,0,2,3.0,0,0.0
2297,Ses02F_script02_2_F002,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,xxx,it s pr . somebody sold you a bill of goods that this wonderful event is gonna take place on the beach .,3.4166666666666665,12.0,24,4,2,0,2,2.6666666666666665,2,0.08333333333333333
2298,Ses02F_script02_2_M003,"Well, I'm not the only one.  Look at all these people.",neu,well i m not the only one . look at all these people .,2.9285714285714284,7.0,14,0,1,0,2,0.0,0,0.0
2299,Ses02F_script02_2_F003,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",xxx,sure everybody s told the same story . it keeps us all excited . it keeps us coming back for more . it keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action .,3.52,12.5,50,12,4,1,4,4.545454545454546,1,0.02
2300,Ses02F_script02_2_M004,Are we talking about the same thing?,xxx,are we talking about the same thing ?,3.75,8.0,8,2,1,0,1,8.0,0,0.0
2301,Ses02F_script02_2_F004,"Well, I'm sorry, but it's still just fish to me.",xxx,well i m sorry but it s still just fish to me .,2.6923076923076925,13.0,13,3,1,0,1,6.5,0,0.0
2302,Ses02F_script02_2_M005,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",neu,carla can i ask you something ? don t take this wrong but are you having your period ?,3.5789473684210527,9.5,19,5,3,0,2,6.333333333333333,1,0.05263157894736842
2303,Ses02F_script02_2_F005,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang,god damn it augie don t ask me that . i hate it when you ask me that . you always ask me that . it s insulting .,2.896551724137931,7.25,29,8,1,0,4,5.8,1,0.034482758620689655
2304,Ses02F_script02_2_M006,"Well, what's bugging you?",fru,well what s bugging you ?,3.3333333333333335,6.0,6,2,0,0,1,6.0,1,0.16666666666666666
2305,Ses02F_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,ang,we just have different ideas of what this evening is supposed to look like .,4.133333333333334,15.0,15,4,1,1,1,3.75,0,0.0
2306,Ses02F_script02_2_M007,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",neu,there s nothing to it . we come here the grunion arrive they do their little fish business we go ooh ah look at the fish . they go home . we go home .,3.3142857142857145,8.75,35,6,4,0,4,4.375,1,0.02857142857142857
2307,Ses02F_script02_2_F007,"For heaven sake, we're not going to see the grunions.",fru,for heaven sake we re not going to see the grunions .,3.5,12.0,12,3,1,0,1,4.0,1,0.08333333333333333
2308,Ses02F_script02_2_M008,Why not?,fru,why not ?,2.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
2309,Ses02F_script02_2_F008,"We never do, do we?  I mean, have we ever?",fru,we never do do we ? i mean have we ever ?,2.5,6.0,12,4,1,0,2,0.0,0,0.0
2310,Ses02F_script02_2_M009,We've missed them twice.  That's not ever.,neu,we ve missed them twice . that s not ever .,3.0,5.5,11,3,0,0,2,11.0,0,0.0
2311,Ses02F_script02_2_F009,Twice is every time we've tried. That's ever.,fru,twice is every time we ve tried . that s ever .,3.0,6.0,12,3,1,0,2,12.0,0,0.0
2312,Ses02F_script02_2_M010,"Well, we'll see them this year.",neu,well we ll see them this year .,3.0,8.0,8,2,0,0,1,8.0,0,0.0
2313,Ses02F_script02_2_F010,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",fru,no we won t . it s pointless . it s like waiting up to see santa claus .,2.8421052631578947,9.5,19,5,1,0,2,4.75,2,0.10526315789473684
2314,Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",ang,i mean i feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up . and the fish won t show up .,3.488372093023256,21.5,43,11,6,0,2,2.5294117647058822,1,0.023255813953488372
2315,Ses02F_script02_2_M011,I thought you wanted to see it.,fru,i thought you wanted to see it .,3.125,8.0,8,3,0,0,1,8.0,0,0.0
2316,Ses02F_script02_2_F012,You don't understand anything I'm saying.,fru,you don t understand anything i m saying .,3.7777777777777777,9.0,9,2,2,0,1,9.0,0,0.0
2317,Ses02F_script02_2_M012,"No, of course not.",fru,no of course not .,2.8,5.0,5,0,0,0,1,5.0,0,0.0
2318,Ses02F_script02_2_F013,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,fru,i did want to see it . i always do . i keep thinking that this is gonna be the time and it never is .,2.814814814814815,9.0,27,12,0,0,3,13.5,1,0.037037037037037035
2319,Ses02F_script02_2_M013,It's just fish.  Nothing to get traumatized about.,neu,it s just fish . nothing to get traumatized about .,3.727272727272727,5.5,11,3,1,0,2,5.5,1,0.09090909090909091
2320,Ses02F_script02_2_F014,"For heaven sake, this isn't about fish.",xxx,for heaven sake this isn t about fish .,3.4444444444444446,9.0,9,1,0,0,1,3.0,0,0.0
2321,Ses02F_script02_2_M014,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",fru,all right . look i ve been trying to work this backwards but i cannot seem to figure out the exact moment that we took a turn for the worst .,3.46875,16.0,32,7,3,0,2,4.571428571428571,0,0.0
2322,Ses02F_script02_2_M015,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",xxx,i mean you were you were fine during the phone call from marge . dinner was okay . doing the dishes was no problem . let s see . i took a shower . you watched the news .,3.358974358974359,6.5,39,11,3,0,6,3.9,1,0.02564102564102564
2323,Ses02F_script02_2_M016,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",neu,you said hey the grunion are running tonight . i said great let s go . i feel lucky . ,3.3,6.666666666666667,20,7,2,0,3,2.857142857142857,1,0.05
2324,Ses02F_script02_2_M017,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neu,okay so i m putting on my jacket putting out the animals getting the car out of the garage ,3.789473684210526,19.0,19,4,1,0,1,3.1666666666666665,0,0.0
2325,Ses02F_script02_2_F015,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",sad,do you remember the first time we came to see it ? it was about four years ago right after we got married .,3.5,12.0,24,7,1,1,2,4.8,0,0.0
2326,Ses02F_script02_2_F016,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad,i thought i was pregnant you had a bottle of champagne but no glasses . you asked me to dance so we kicked off our shoes and you popped the cork .,3.59375,16.0,32,7,1,0,2,3.2,0,0.0
2327,Ses02F_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sad,and while we were dancing you said the softest most intimate things to me right into my ear so that i could feel them as much as hear them .,3.7,30.0,30,4,4,0,1,4.285714285714286,1,0.03333333333333333
2328,Ses02F_script02_2_F018,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sad,and i remember thinking this is it . you know at last at last i am as happy as i am supposed to be .,3.04,12.5,25,9,4,1,2,8.333333333333334,0,0.0
2329,Ses02F_script02_2_M018,Wait a minute.  I've got it.,neu,wait a minute . i ve got it .,2.3333333333333335,4.5,9,2,1,0,2,4.5,0,0.0
2330,Ses02F_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad,just dancing barefoot in the sand drinking champagne out of the bottle .,4.615384615384615,13.0,13,1,0,0,1,2.1666666666666665,0,0.0
2331,Ses02F_script02_2_M019,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",neu,it was in the car right ? driving past the knickerbocker liquor locker you said let s get some champagne and i said time s a wasting or something like that right ?,3.9696969696969697,16.5,33,7,0,0,2,3.6666666666666665,1,0.030303030303030304
2332,Ses02F_script02_2_M020,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",neu,yeah of course i see it now . you want this to be like that other time right ? that s it right ?,3.0416666666666665,8.0,24,4,1,0,3,12.0,0,0.0
2333,Ses02F_script02_2_F020,I'd rather not remember some things.  I would rather not hope for some things.,sad,i d rather not remember some things . i would rather not hope for some things .,3.7058823529411766,8.5,17,3,1,0,2,4.25,0,0.0
2334,Ses02F_script02_2_M021,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",neu,okay yeah sure i see it now . listen you wanna dance ?,3.0,7.0,14,3,2,0,2,4.666666666666667,1,0.07142857142857142
2335,Ses02F_script02_2_F021,No.,sad,no .,1.5,2.0,2,0,0,0,1,0.0,0,0.0
2336,Ses02F_script02_2_M022,You want me to go get some champagne?,neu,you want me to go get some champagne ?,3.3333333333333335,9.0,9,3,0,0,1,9.0,0,0.0
