filename,text,emotion,processed_text
Ses02F_impro05_F012,"I didn't agree.  [GARBAGE] I paid the airline to take care of things for me.  When you pay for something, there should be some sort of guarantee that it's gonna come through.",xxx,i didn t agree . garbage i paid the airline to take care of things for me . when you pay for something there should be some sort of guarantee that it s gonna come through .
Ses02F_impro05_M012,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?",neu,you paid for the flight and then your bags were checked at it s a service that the airline provides for us . so so really it s really the risk was taken and i m sorry but there s really nothing else we can do . so do you want do you want the reimbursement ?
Ses02F_impro05_F013,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",fru, breathing well sure yeah i guess i ll go buy dinner and then be have nothing for the rest of my entire vacation . i m supposed to be here for three weeks . what am i gonna do without anything for three weeks ?
Ses02F_impro05_M013,"Well, there are-there are some shops here in- in the airport--",neu,well there are there are some shops here in in the airport 
Ses02F_impro05_F014,But fifty dollars isn't going to get me anything.,fru,but fifty dollars isn t going to get me anything .
Ses02F_impro05_M014,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",neu,no um like i said you can file a claim and uh maybe get reimbursed for more you
Ses02F_impro05_F015,Isn't there anything else you can do?,fru,isn t there anything else you can do ?
Ses02F_impro05_M015,probably even talk to--,neu,probably even talk to 
Ses02F_impro05_F016,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",fru,i mean is there somebody you can call ? or the guy that put the stuff on the on the plane . i mean are they they must be really irresponsible to have just disappeared my baggage . i mean did it get stolen ?
Ses02F_impro05_M016,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh",neu,right that that gets taken care of that gets taken care of . we get we do you know we investigate those and just make sure that um they re not doing their own thing with them so uh
Ses02F_impro05_F017,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",fru,yeah i m sure you you re like hmm do you take baggage ? no . oh okay thanks . great . i mean how 
Ses02F_impro05_M017,but Unfortunately sometimes is--,neu,but unfortunately sometimes is 
Ses02F_impro05_M018,"Well, that's--that's what I'm saying--",neu,well that s that s what i m saying 
Ses02F_impro05_F018,There needs to be better security here.,fru,there needs to be better security here .
Ses02F_impro05_M019,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over.",neu,okay . well that that could be something that you put on on the claim on on the complaint form if you want . and provide us with your information while you re here and then maybe if it turns up then we ll send it right over .
Ses02F_impro05_F019,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,ang,it sounds like it s such a little like oh well no big deal whatever . it s a big deal to me .
Ses02F_impro05_M020,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",neu,all right miss i i know . i realize this . but like i said there are several people that are in your same situation so um it s not it s not totally uncommon and i m actually gonna have to ask you to move so i can help the next person .
Ses02F_impro05_F020,"Well, can I at least have my fifty dollars, please?",fru,well can i at least have my fifty dollars please ?
Ses02F_impro05_M021,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out.",neu,yes all right . there you go now you can file a claim over to the left and they ll help you out .
Ses02F_impro05_F021,Thank you.,xxx,thank you .
Ses02F_impro05_F022,Thank you very much.,fru,thank you very much .
Ses02F_impro06_M000,"Hey, a what's up?",neu,hey a what s up ?
Ses02F_impro06_F000,"Um, Johnny died yesterday.",sad,um johnny died yesterday .
Ses02F_impro06_M001,"Wow, that's horrible.",neu,wow that s horrible .
Ses02F_impro06_M002,I'm sorry to hear about that.,neu,i m sorry to hear about that .
Ses02F_impro06_F001,"We knew that it was coming, but--",sad,we knew that it was coming but 
Ses02F_impro06_M003,Yeah.,neu,yeah .
Ses02F_impro06_F002,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well.",sad,it seemed like he had a little bit longer . like just last week he was doing was so well .
Ses02F_impro06_M004,"I mean, you know, at least he's not in anymore pain now, right?",neu,i mean you know at least he s not in anymore pain now right ?
Ses02F_impro06_F003,Yeah.,sad,yeah .
Ses02F_impro06_M005,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that.",neu,it s good you know . you know it hurts i know . i know what it s like to lose someone like that .
Ses02F_impro06_F004,I just don't want him to be gone.,sad,i just don t want him to be gone .
Ses02F_impro06_M006,It's okay.,neu,it s okay .
Ses02F_impro06_M007,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",neu, cause you know you ve got all the times that you guys did spend together you know and that s something good that you can look back on .
Ses02F_impro06_M008,I mean--I don't know.,neu,i mean i don t know .
Ses02F_impro06_F005,And his whole family was there.,sad,and his whole family was there .
Ses02F_impro06_F006,"I mean, he was like really conscious right up until the end. you know",sad,i mean he was like really conscious right up until the end . you know
Ses02F_impro06_M009,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than...",neu,well that s that s good you know . at least i don t know . i mean it s it s better to go to goout that way than . . .
Ses02F_impro06_M010,".than you know, in pain and like this gradual, this horrible process.  I mean--",neu, .than you know in pain and like this gradual this horrible process . i mean 
Ses02F_impro06_F007,"He was so young, you know.  And all the stories he used to tell me about...",sad,he was so young you know . and all the stories he used to tell me about . . .
Ses02F_impro06_F008,...the way he wanted to live and he was gonna go to Africa and he was gonna--,sad, . . .the way he wanted to live and he was gonna go to africa and he was gonna 
Ses02F_impro06_M011,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--",neu,but look at the he look at the life he did get to lead . i mean for his age he d done so much and 
